Gender,Age,Height,Weight,Duration,Heart_Rate,Body_Temp,Calories
0,61,157.0,62.0,5.0,83.0,38.8,21.0
0,23,148.0,53.0,8.0,96.0,39.6,41.0
0,27,168.0,66.0,16.0,91.0,40.5,71.0
1,30,188.0,90.0,4.0,89.0,39.0,15.0
0,24,167.0,71.0,8.0,94.0,39.7,37.0
0,59,157.0,51.0,11.0,94.0,39.8,61.0
0,35,151.0,51.0,12.0,93.0,39.9,60.0
1,61,194.0,91.0,26.0,102.0,41.3,185.0
0,50,173.0,65.0,16.0,98.0,40.4,89.0
0,33,150.0,56.0,26.0,102.0,40.8,152.0
0,34,162.0,58.0,20.0,108.0,40.6,129.0
1,27,190.0,85.0,5.0,86.0,39.3,15.0
1,21,190.0,88.0,17.0,100.0,40.2,82.0
1,59,192.0,97.0,28.0,112.0,41.3,242.0
1,55,187.0,89.0,18.0,94.0,40.1,100.0
0,46,178.0,76.0,24.0,104.0,40.6,144.0
1,44,202.0,101.0,2.0,79.0,38.2,6.0
1,27,188.0,95.0,4.0,87.0,38.7,13.0
1,70,177.0,77.0,29.0,100.0,40.7,201.0
0,33,158.0,58.0,12.0,95.0,40.3,61.0
1,22,192.0,91.0,26.0,113.0,40.7,179.0
1,24,175.0,75.0,17.0,94.0,40.4,64.0
1,52,176.0,77.0,26.0,112.0,40.8,205.0
0,44,152.0,58.0,2.0,76.0,38.3,6.0
0,31,150.0,56.0,28.0,105.0,40.9,172.0
1,32,182.0,84.0,2.0,84.0,38.0,6.0
1,26,178.0,74.0,7.0,79.0,39.5,11.0
0,28,174.0,68.0,3.0,83.0,38.7,11.0
0,47,172.0,66.0,9.0,92.0,39.6,44.0
0,28,176.0,78.0,5.0,86.0,39.0,19.0
0,44,156.0,62.0,15.0,93.0,39.8,75.0
1,57,177.0,79.0,29.0,117.0,40.7,259.0
1,58,183.0,89.0,27.0,108.0,40.8,212.0
0,41,148.0,49.0,17.0,95.0,40.5,91.0
0,20,171.0,72.0,25.0,107.0,40.7,148.0
1,62,196.0,97.0,29.0,108.0,40.6,238.0
1,28,193.0,84.0,7.0,87.0,39.7,22.0
1,54,195.0,92.0,11.0,84.0,40.3,45.0
1,23,182.0,89.0,8.0,79.0,39.3,14.0
1,26,191.0,93.0,12.0,93.0,40.0,49.0
0,24,170.0,66.0,9.0,89.0,39.8,37.0
0,22,173.0,72.0,28.0,107.0,40.5,167.0
1,40,196.0,98.0,15.0,93.0,40.3,73.0
1,72,190.0,98.0,13.0,103.0,40.1,103.0
1,79,176.0,83.0,2.0,89.0,38.3,12.0
0,30,170.0,62.0,18.0,96.0,40.5,91.0
0,25,172.0,67.0,23.0,103.0,40.6,130.0
0,28,171.0,68.0,18.0,99.0,40.3,95.0
0,76,172.0,68.0,12.0,96.0,40.2,70.0
0,55,159.0,59.0,26.0,108.0,40.9,178.0
0,43,156.0,65.0,27.0,102.0,40.6,159.0
1,56,194.0,97.0,8.0,91.0,39.9,43.0
0,26,150.0,56.0,25.0,106.0,40.4,154.0
0,29,173.0,68.0,22.0,105.0,40.8,130.0
0,32,180.0,76.0,18.0,106.0,40.4,108.0
1,51,198.0,92.0,19.0,102.0,40.5,126.0
0,39,167.0,61.0,22.0,95.0,40.7,113.0
1,36,201.0,105.0,1.0,75.0,37.4,2.0
0,24,168.0,65.0,30.0,107.0,40.5,183.0
0,29,162.0,57.0,2.0,91.0,38.3,9.0
0,31,162.0,57.0,8.0,86.0,39.6,33.0
0,66,147.0,50.0,2.0,76.0,38.0,7.0
0,46,166.0,65.0,24.0,107.0,40.8,156.0
1,32,193.0,86.0,29.0,112.0,40.8,206.0
1,20,193.0,87.0,29.0,109.0,40.9,177.0
1,53,188.0,88.0,16.0,96.0,40.5,92.0
0,28,154.0,55.0,12.0,95.0,40.2,60.0
0,74,158.0,59.0,8.0,86.0,39.5,39.0
1,56,170.0,78.0,15.0,99.0,40.1,92.0
0,44,159.0,59.0,10.0,90.0,39.7,47.0
0,22,175.0,69.0,15.0,97.0,40.3,74.0
0,51,164.0,60.0,24.0,101.0,40.4,144.0
0,78,167.0,67.0,27.0,108.0,40.6,192.0
1,40,177.0,84.0,7.0,90.0,39.8,29.0
1,51,191.0,94.0,28.0,109.0,41.0,217.0
0,29,179.0,73.0,21.0,108.0,40.6,130.0
1,59,194.0,95.0,30.0,109.0,40.6,245.0
0,22,160.0,59.0,17.0,88.0,40.6,70.0
1,45,192.0,93.0,18.0,109.0,40.5,134.0
0,28,161.0,60.0,29.0,110.0,41.2,190.0
1,47,166.0,67.0,9.0,93.0,39.8,41.0
0,24,156.0,58.0,16.0,105.0,40.4,96.0
1,48,177.0,77.0,21.0,101.0,40.3,127.0
1,34,180.0,77.0,4.0,94.0,39.0,17.0
1,74,206.0,117.0,5.0,92.0,39.2,34.0
0,22,147.0,45.0,29.0,107.0,40.6,184.0
0,24,187.0,76.0,25.0,98.0,40.9,124.0
0,68,179.0,79.0,30.0,105.0,40.8,194.0
1,78,190.0,93.0,27.0,115.0,41.1,268.0
0,22,157.0,55.0,20.0,97.0,40.5,103.0
0,30,163.0,60.0,30.0,112.0,41.2,204.0
0,24,145.0,48.0,18.0,91.0,40.5,83.0
0,71,181.0,78.0,1.0,76.0,37.8,3.0
0,21,181.0,74.0,18.0,104.0,40.5,101.0
0,50,151.0,51.0,6.0,87.0,39.3,28.0
1,26,199.0,93.0,22.0,104.0,40.6,127.0
0,69,152.0,55.0,18.0,99.0,40.5,111.0
1,32,184.0,82.0,8.0,85.0,39.4,24.0
0,40,171.0,70.0,24.0,107.0,40.7,151.0
1,25,197.0,97.0,14.0,92.0,40.4,56.0
0,25,162.0,59.0,3.0,90.0,38.6,13.0
1,38,165.0,68.0,20.0,98.0,40.2,98.0
1,70,203.0,107.0,3.0,83.0,38.6,15.0
1,25,179.0,79.0,12.0,78.0,40.1,18.0
0,20,163.0,56.0,25.0,107.0,40.6,154.0
1,26,184.0,83.0,10.0,84.0,39.7,25.0
1,68,189.0,92.0,20.0,101.0,40.5,147.0
0,30,126.0,39.0,25.0,104.0,40.7,156.0
0,63,177.0,72.0,20.0,97.0,40.3,112.0
1,48,190.0,90.0,1.0,80.0,38.0,3.0
1,41,207.0,110.0,29.0,113.0,41.1,238.0
1,26,178.0,84.0,11.0,91.0,40.2,40.0
1,76,197.0,102.0,20.0,98.0,40.5,150.0
0,28,172.0,72.0,4.0,82.0,39.5,14.0
1,70,186.0,92.0,18.0,100.0,40.5,131.0
0,52,174.0,68.0,30.0,113.0,41.0,216.0
0,36,182.0,83.0,27.0,105.0,40.8,158.0
0,71,159.0,60.0,11.0,96.0,39.9,64.0
0,26,148.0,52.0,2.0,86.0,38.0,8.0
0,37,148.0,51.0,3.0,90.0,38.9,14.0
1,30,183.0,89.0,29.0,109.0,41.0,192.0
0,48,157.0,52.0,12.0,85.0,40.0,52.0
1,64,188.0,97.0,13.0,88.0,39.6,69.0
1,24,179.0,74.0,12.0,93.0,40.3,43.0
0,70,174.0,72.0,16.0,85.0,40.6,71.0
0,50,177.0,68.0,26.0,109.0,41.1,175.0
0,74,177.0,77.0,3.0,81.0,38.4,12.0
0,68,165.0,68.0,19.0,91.0,40.4,97.0
0,58,171.0,73.0,15.0,97.0,40.0,83.0
1,27,188.0,87.0,14.0,100.0,40.2,71.0
1,20,191.0,92.0,27.0,104.0,40.9,148.0
0,27,159.0,61.0,16.0,105.0,40.5,96.0
0,35,169.0,67.0,13.0,96.0,40.1,66.0
1,65,183.0,87.0,13.0,90.0,40.1,70.0
0,57,176.0,73.0,28.0,105.0,40.6,178.0
0,41,160.0,58.0,21.0,103.0,40.7,127.0
1,62,181.0,83.0,13.0,94.0,40.1,75.0
1,28,188.0,87.0,4.0,91.0,39.0,15.0
1,68,199.0,104.0,22.0,108.0,40.5,190.0
0,43,164.0,67.0,15.0,95.0,40.1,77.0
1,38,195.0,95.0,9.0,99.0,39.8,51.0
1,37,172.0,74.0,9.0,94.0,39.3,39.0
0,43,156.0,58.0,6.0,87.0,39.1,26.0
1,66,206.0,110.0,14.0,95.0,39.7,94.0
0,66,167.0,66.0,10.0,90.0,39.7,50.0
0,54,148.0,56.0,3.0,82.0,38.5,12.0
1,32,177.0,79.0,23.0,101.0,40.8,122.0
0,21,148.0,52.0,15.0,92.0,40.0,69.0
0,21,178.0,74.0,12.0,101.0,39.7,63.0
0,59,169.0,69.0,3.0,90.0,39.0,15.0
1,40,176.0,73.0,2.0,86.0,38.0,7.0
1,77,175.0,79.0,28.0,104.0,41.0,222.0
1,29,177.0,79.0,2.0,82.0,37.7,5.0
1,50,177.0,79.0,21.0,96.0,40.5,114.0
1,59,186.0,87.0,1.0,78.0,37.7,3.0
1,61,194.0,99.0,14.0,90.0,40.2,77.0
1,31,202.0,102.0,8.0,79.0,39.6,20.0
1,50,175.0,82.0,15.0,103.0,40.6,98.0
0,62,167.0,65.0,11.0,97.0,39.9,63.0
0,52,165.0,65.0,19.0,105.0,40.4,121.0
0,36,168.0,69.0,26.0,104.0,41.1,154.0
1,62,185.0,92.0,11.0,87.0,39.8,54.0
1,35,195.0,93.0,23.0,105.0,40.8,146.0
1,24,173.0,75.0,28.0,106.0,40.7,157.0
0,24,167.0,62.0,4.0,90.0,38.9,17.0
0,21,164.0,62.0,22.0,98.0,40.6,113.0
1,22,192.0,92.0,14.0,93.0,40.5,55.0
1,75,181.0,82.0,27.0,111.0,41.1,242.0
1,34,175.0,76.0,15.0,92.0,40.3,60.0
1,53,172.0,69.0,16.0,97.0,40.3,88.0
0,29,164.0,62.0,27.0,107.0,40.9,168.0
1,53,185.0,88.0,3.0,84.0,38.4,12.0
1,69,168.0,68.0,5.0,80.0,39.2,18.0
1,27,184.0,87.0,3.0,81.0,38.6,7.0
0,35,164.0,61.0,16.0,90.0,40.1,72.0
0,28,176.0,68.0,2.0,86.0,38.1,8.0
1,57,199.0,105.0,15.0,90.0,40.1,81.0
0,36,161.0,58.0,17.0,90.0,40.2,78.0
1,20,186.0,84.0,22.0,93.0,40.5,80.0
0,29,164.0,60.0,9.0,92.0,40.3,42.0
0,31,156.0,57.0,26.0,104.0,40.6,156.0
0,40,168.0,68.0,8.0,85.0,39.2,32.0
0,78,165.0,64.0,24.0,97.0,40.7,144.0
0,41,169.0,62.0,9.0,85.0,40.0,37.0
1,56,178.0,81.0,13.0,101.0,39.7,85.0
0,60,153.0,57.0,16.0,99.0,40.4,96.0
0,25,151.0,53.0,21.0,92.0,40.6,98.0
1,26,194.0,91.0,7.0,87.0,39.5,22.0
0,26,177.0,68.0,10.0,88.0,40.0,41.0
0,34,166.0,68.0,14.0,84.0,39.9,53.0
1,37,176.0,79.0,29.0,105.0,40.6,178.0
0,21,160.0,56.0,28.0,100.0,40.8,152.0
1,63,183.0,80.0,28.0,111.0,41.2,233.0
0,58,174.0,69.0,28.0,117.0,40.8,216.0
0,67,155.0,53.0,11.0,88.0,39.9,55.0
0,30,183.0,81.0,10.0,90.0,39.5,42.0
1,34,182.0,87.0,14.0,101.0,39.9,78.0
1,71,193.0,98.0,17.0,94.0,40.3,111.0
0,26,162.0,55.0,21.0,103.0,40.6,123.0
1,59,196.0,93.0,25.0,98.0,40.7,162.0
0,20,161.0,63.0,28.0,114.0,40.8,190.0
0,25,171.0,63.0,18.0,94.0,40.1,85.0
1,71,193.0,100.0,29.0,104.0,41.5,235.0
1,75,176.0,77.0,20.0,95.0,40.4,129.0
1,53,196.0,100.0,26.0,114.0,40.7,227.0
0,26,164.0,58.0,18.0,98.0,40.4,95.0
1,33,188.0,91.0,29.0,113.0,40.8,215.0
1,21,190.0,93.0,6.0,80.0,39.3,11.0
0,52,161.0,62.0,2.0,81.0,37.7,8.0
1,45,207.0,114.0,16.0,105.0,40.3,117.0
1,51,174.0,80.0,18.0,82.0,40.4,61.0
1,32,189.0,88.0,4.0,75.0,38.8,6.0
1,50,183.0,82.0,27.0,110.0,40.8,205.0
1,65,162.0,66.0,19.0,105.0,40.4,137.0
0,23,183.0,75.0,9.0,85.0,39.9,32.0
0,36,168.0,63.0,16.0,99.0,39.9,88.0
1,43,197.0,96.0,4.0,90.0,38.9,18.0
0,33,153.0,51.0,14.0,102.0,40.2,83.0
0,30,146.0,52.0,13.0,95.0,39.9,66.0
1,20,191.0,97.0,21.0,92.0,40.4,79.0
1,42,197.0,100.0,14.0,95.0,40.3,75.0
1,22,189.0,88.0,14.0,96.0,39.9,60.0
0,26,151.0,51.0,7.0,83.0,39.6,26.0
1,25,177.0,75.0,10.0,96.0,39.7,41.0
1,76,190.0,89.0,22.0,97.0,40.4,155.0
0,70,164.0,62.0,23.0,94.0,40.9,128.0
0,25,180.0,72.0,23.0,100.0,40.9,121.0
0,50,176.0,70.0,17.0,103.0,40.7,103.0
0,50,173.0,73.0,8.0,85.0,39.9,33.0
1,39,174.0,78.0,13.0,102.0,40.2,75.0
0,28,157.0,57.0,25.0,110.0,41.0,165.0
0,43,159.0,65.0,27.0,106.0,41.1,171.0
1,72,186.0,94.0,9.0,88.0,39.9,50.0
0,22,163.0,60.0,12.0,86.0,39.5,47.0
0,66,173.0,75.0,25.0,98.0,40.5,143.0
0,28,166.0,63.0,22.0,114.0,40.0,153.0
1,37,196.0,102.0,26.0,104.0,40.4,169.0
1,20,179.0,85.0,5.0,80.0,39.3,8.0
0,69,168.0,67.0,26.0,104.0,40.9,170.0
0,42,167.0,62.0,11.0,77.0,39.7,36.0
1,22,181.0,85.0,28.0,112.0,40.4,185.0
0,42,160.0,56.0,22.0,100.0,40.6,127.0
0,29,163.0,62.0,13.0,96.0,39.7,66.0
1,51,185.0,85.0,24.0,102.0,40.4,156.0
1,24,196.0,94.0,22.0,99.0,40.6,109.0
1,39,185.0,86.0,27.0,107.0,40.6,181.0
0,28,168.0,70.0,17.0,96.0,40.4,84.0
0,36,181.0,80.0,18.0,98.0,40.3,92.0
1,70,182.0,83.0,17.0,96.0,40.2,110.0
1,33,186.0,84.0,14.0,94.0,40.1,62.0
1,48,173.0,75.0,9.0,93.0,39.6,43.0
0,26,166.0,61.0,26.0,99.0,40.8,139.0
0,78,182.0,79.0,7.0,84.0,39.4,31.0
1,77,178.0,80.0,11.0,90.0,40.1,64.0
0,31,197.0,87.0,19.0,96.0,40.2,90.0
1,32,190.0,82.0,23.0,98.0,40.5,113.0
1,60,181.0,87.0,28.0,106.0,41.0,212.0
0,77,162.0,58.0,4.0,91.0,39.0,22.0
1,38,193.0,91.0,21.0,102.0,40.6,126.0
1,45,180.0,80.0,7.0,77.0,39.6,16.0
0,34,176.0,73.0,21.0,103.0,40.2,120.0
0,37,152.0,52.0,7.0,89.0,39.2,32.0
1,55,200.0,100.0,23.0,109.0,40.6,186.0
0,75,171.0,72.0,17.0,92.0,40.6,90.0
1,22,184.0,87.0,27.0,103.0,40.8,143.0
0,60,177.0,81.0,8.0,85.0,39.7,33.0
1,22,189.0,89.0,13.0,91.0,40.2,46.0
1,35,193.0,90.0,23.0,97.0,40.7,117.0
1,47,185.0,91.0,9.0,88.0,39.4,39.0
1,30,182.0,82.0,11.0,85.0,39.6,32.0
0,72,170.0,73.0,16.0,104.0,40.5,104.0
1,58,199.0,105.0,8.0,95.0,39.7,50.0
1,20,206.0,95.0,17.0,86.0,40.5,48.0
1,69,180.0,86.0,12.0,97.0,40.3,80.0
1,29,181.0,83.0,20.0,109.0,40.7,129.0
0,29,152.0,55.0,14.0,105.0,39.9,85.0
0,25,160.0,55.0,21.0,93.0,40.5,100.0
1,22,188.0,93.0,26.0,112.0,40.8,177.0
1,34,172.0,76.0,4.0,89.0,38.7,14.0
0,34,147.0,52.0,27.0,113.0,40.7,191.0
1,77,190.0,94.0,18.0,98.0,40.5,132.0
1,32,185.0,81.0,19.0,102.0,40.4,105.0
0,37,163.0,60.0,17.0,91.0,40.7,80.0
1,32,186.0,83.0,8.0,92.0,39.1,32.0
1,42,204.0,105.0,13.0,91.0,40.2,63.0
0,71,166.0,63.0,25.0,100.0,40.7,155.0
1,26,197.0,101.0,7.0,87.0,39.3,24.0
0,47,176.0,67.0,4.0,87.0,38.6,17.0
1,21,169.0,74.0,22.0,105.0,40.4,116.0
1,74,178.0,87.0,4.0,74.0,38.9,14.0
1,39,171.0,76.0,26.0,106.0,40.4,165.0
1,35,187.0,94.0,18.0,105.0,40.5,115.0
0,63,161.0,61.0,11.0,91.0,40.4,56.0
1,51,189.0,88.0,16.0,101.0,40.0,103.0
0,49,177.0,70.0,26.0,110.0,40.7,176.0
1,71,180.0,89.0,6.0,96.0,39.2,40.0
1,20,172.0,73.0,6.0,84.0,39.4,12.0
1,27,201.0,104.0,10.0,90.0,39.6,40.0
1,56,186.0,96.0,6.0,86.0,39.6,27.0
1,36,195.0,94.0,11.0,89.0,39.5,44.0
0,27,170.0,66.0,24.0,103.0,40.8,137.0
1,28,187.0,88.0,4.0,77.0,38.5,7.0
0,49,169.0,62.0,27.0,101.0,40.6,160.0
1,45,184.0,91.0,17.0,95.0,40.4,90.0
1,26,189.0,90.0,10.0,87.0,39.6,31.0
1,24,169.0,77.0,18.0,105.0,39.9,99.0
0,29,160.0,55.0,5.0,85.0,39.3,20.0
1,52,182.0,86.0,28.0,104.0,40.3,193.0
1,47,177.0,81.0,6.0,89.0,39.6,26.0
0,63,155.0,60.0,30.0,109.0,40.8,212.0
0,44,160.0,61.0,1.0,79.0,37.8,4.0
0,43,157.0,60.0,28.0,110.0,40.9,191.0
0,63,179.0,73.0,20.0,95.0,40.3,108.0
1,59,193.0,91.0,2.0,80.0,38.3,7.0
1,73,194.0,100.0,17.0,96.0,40.2,119.0
1,31,176.0,72.0,4.0,86.0,39.1,11.0
0,76,144.0,47.0,4.0,88.0,38.9,21.0
1,42,185.0,85.0,24.0,112.0,40.6,182.0
0,23,169.0,67.0,13.0,86.0,39.8,49.0
1,38,194.0,101.0,18.0,95.0,40.4,93.0
0,46,161.0,60.0,22.0,96.0,40.5,118.0
0,20,159.0,55.0,11.0,95.0,40.1,54.0
0,30,159.0,56.0,13.0,98.0,40.0,70.0
1,79,170.0,76.0,24.0,108.0,40.6,206.0
0,36,180.0,72.0,15.0,105.0,40.1,90.0
1,35,180.0,84.0,23.0,106.0,40.6,145.0
0,45,164.0,64.0,17.0,92.0,40.3,83.0
0,69,160.0,61.0,2.0,81.0,38.4,8.0
0,63,170.0,70.0,20.0,97.0,40.6,113.0
0,65,156.0,58.0,8.0,87.0,39.3,38.0
0,66,179.0,72.0,23.0,115.0,40.3,175.0
1,23,189.0,87.0,16.0,99.0,40.4,76.0
0,37,171.0,66.0,10.0,88.0,39.9,43.0
1,32,209.0,110.0,15.0,94.0,40.2,74.0
0,50,153.0,52.0,10.0,90.0,39.7,49.0
1,46,172.0,75.0,18.0,94.0,40.3,87.0
0,45,159.0,53.0,22.0,97.0,40.5,122.0
0,64,170.0,67.0,2.0,90.0,37.9,10.0
1,62,183.0,89.0,1.0,83.0,37.7,4.0
0,54,163.0,67.0,2.0,80.0,38.2,7.0
1,47,191.0,95.0,4.0,80.0,39.1,13.0
1,52,173.0,83.0,18.0,95.0,40.5,98.0
1,25,180.0,78.0,25.0,109.0,40.5,154.0
0,57,160.0,61.0,25.0,104.0,40.7,160.0
1,45,186.0,83.0,10.0,95.0,39.8,51.0
1,32,185.0,89.0,4.0,88.0,38.6,14.0
1,21,188.0,94.0,21.0,105.0,40.3,120.0
0,62,167.0,67.0,28.0,113.0,40.7,207.0
0,36,168.0,66.0,9.0,93.0,39.6,43.0
0,26,167.0,66.0,20.0,94.0,40.1,95.0
0,32,173.0,67.0,14.0,96.0,39.9,70.0
1,32,188.0,93.0,16.0,110.0,40.1,112.0
0,46,161.0,63.0,23.0,99.0,40.5,130.0
1,21,181.0,85.0,4.0,77.0,39.0,5.0
1,21,181.0,76.0,17.0,100.0,39.9,78.0
1,32,205.0,101.0,28.0,110.0,40.8,200.0
0,35,184.0,79.0,21.0,102.0,40.4,117.0
0,47,166.0,64.0,27.0,114.0,40.8,196.0
0,41,166.0,62.0,14.0,94.0,40.3,71.0
1,22,196.0,97.0,19.0,100.0,40.4,96.0
1,53,179.0,89.0,8.0,92.0,39.7,41.0
0,67,171.0,70.0,10.0,86.0,39.8,45.0
1,44,184.0,81.0,19.0,104.0,40.4,121.0
0,27,167.0,65.0,29.0,113.0,41.1,197.0
0,28,154.0,49.0,9.0,85.0,39.8,36.0
0,77,160.0,61.0,5.0,85.0,39.0,24.0
0,20,156.0,51.0,2.0,85.0,37.9,8.0
1,39,182.0,87.0,8.0,85.0,39.3,27.0
0,36,139.0,47.0,29.0,112.0,41.2,206.0
1,39,190.0,93.0,28.0,106.0,40.7,188.0
1,72,187.0,91.0,4.0,80.0,38.9,17.0
0,70,160.0,66.0,23.0,105.0,40.4,154.0
1,51,184.0,82.0,7.0,86.0,39.5,28.0
0,25,162.0,62.0,15.0,92.0,40.1,68.0
0,51,166.0,61.0,16.0,99.0,40.4,92.0
0,29,162.0,65.0,11.0,99.0,39.9,59.0
1,30,184.0,79.0,16.0,90.0,39.9,57.0
1,22,176.0,72.0,26.0,104.0,41.0,133.0
0,60,162.0,61.0,12.0,86.0,39.9,54.0
0,36,160.0,62.0,8.0,82.0,39.6,29.0
0,27,177.0,68.0,17.0,100.0,40.3,91.0
1,45,177.0,77.0,3.0,82.0,38.5,9.0
1,30,186.0,86.0,27.0,108.0,41.1,173.0
0,36,146.0,48.0,5.0,86.0,38.9,21.0
0,64,166.0,66.0,27.0,112.0,40.9,198.0
1,47,183.0,85.0,24.0,98.0,40.7,137.0
0,52,168.0,65.0,1.0,85.0,37.9,4.0
0,75,166.0,68.0,12.0,90.0,40.1,62.0
0,30,167.0,64.0,7.0,91.0,39.5,32.0
0,67,146.0,53.0,13.0,90.0,40.3,68.0
0,61,166.0,64.0,21.0,106.0,40.4,140.0
1,38,189.0,90.0,22.0,109.0,40.7,155.0
0,28,169.0,64.0,13.0,94.0,39.8,62.0
1,20,172.0,72.0,16.0,102.0,40.0,76.0
0,30,172.0,68.0,9.0,89.0,39.8,38.0
0,63,161.0,61.0,13.0,92.0,40.1,68.0
0,59,178.0,71.0,23.0,113.0,40.5,167.0
0,26,163.0,61.0,17.0,97.0,40.2,87.0
0,36,175.0,68.0,18.0,89.0,40.2,78.0
0,36,160.0,63.0,3.0,78.0,38.3,10.0
0,58,163.0,64.0,6.0,90.0,39.1,29.0
1,64,209.0,107.0,23.0,111.0,40.7,206.0
1,20,168.0,67.0,15.0,101.0,40.2,67.0
1,20,185.0,82.0,15.0,102.0,40.2,74.0
1,40,175.0,73.0,20.0,97.0,40.5,99.0
0,71,161.0,65.0,10.0,93.0,39.9,54.0
1,22,189.0,85.0,5.0,83.0,38.8,11.0
0,70,174.0,76.0,6.0,88.0,38.7,28.0
0,23,169.0,68.0,8.0,83.0,39.9,28.0
1,74,169.0,76.0,9.0,85.0,39.8,44.0
1,62,155.0,61.0,14.0,90.0,40.2,66.0
0,24,144.0,49.0,28.0,110.0,40.4,186.0
1,55,179.0,87.0,3.0,80.0,38.6,10.0
1,64,181.0,82.0,26.0,94.0,40.9,152.0
1,46,199.0,96.0,6.0,95.0,39.4,33.0
0,25,147.0,47.0,25.0,108.0,40.5,162.0
0,32,153.0,56.0,1.0,68.0,38.2,2.0
0,52,159.0,59.0,11.0,96.0,40.1,60.0
0,42,160.0,60.0,29.0,109.0,40.9,194.0
0,63,163.0,60.0,19.0,98.0,40.2,112.0
1,76,190.0,94.0,8.0,95.0,39.4,55.0
1,45,188.0,87.0,5.0,89.0,39.4,21.0
0,66,173.0,71.0,9.0,92.0,39.9,46.0
1,58,195.0,103.0,22.0,99.0,40.4,149.0
0,45,163.0,61.0,17.0,100.0,40.4,98.0
0,31,153.0,60.0,26.0,100.0,40.7,144.0
0,70,183.0,82.0,17.0,101.0,40.3,103.0
0,36,175.0,70.0,18.0,98.0,40.2,95.0
1,22,185.0,83.0,11.0,86.0,40.0,29.0
0,21,163.0,61.0,11.0,93.0,39.7,51.0
0,46,152.0,56.0,18.0,102.0,40.1,109.0
0,52,161.0,65.0,28.0,103.0,40.5,172.0
1,50,174.0,79.0,12.0,88.0,39.4,51.0
1,31,185.0,86.0,9.0,83.0,39.9,24.0
0,35,165.0,62.0,6.0,85.0,39.1,24.0
0,73,178.0,78.0,29.0,115.0,40.9,221.0
1,21,176.0,82.0,25.0,100.0,41.0,117.0
0,58,155.0,60.0,11.0,100.0,39.9,66.0
0,46,162.0,59.0,30.0,106.0,40.9,194.0
0,24,159.0,55.0,5.0,89.0,39.4,22.0
0,32,170.0,66.0,17.0,97.0,40.5,88.0
1,26,184.0,85.0,17.0,96.0,40.4,75.0
0,66,171.0,70.0,13.0,96.0,40.3,73.0
1,46,189.0,97.0,23.0,111.0,40.5,181.0
1,22,185.0,83.0,12.0,85.0,40.1,30.0
0,53,167.0,68.0,27.0,117.0,40.8,206.0
1,22,180.0,84.0,28.0,111.0,40.7,180.0
1,64,203.0,109.0,11.0,102.0,39.6,84.0
1,27,184.0,87.0,8.0,93.0,39.9,32.0
0,45,157.0,60.0,27.0,110.0,40.6,185.0
1,65,191.0,91.0,29.0,105.0,41.0,225.0
1,56,185.0,91.0,23.0,102.0,40.5,158.0
1,48,182.0,88.0,17.0,102.0,40.4,109.0
1,35,183.0,79.0,13.0,90.0,40.0,49.0
1,36,191.0,94.0,20.0,101.0,40.8,117.0
0,42,145.0,49.0,7.0,90.0,39.6,34.0
0,76,187.0,93.0,16.0,90.0,40.5,77.0
0,76,172.0,68.0,14.0,95.0,39.9,80.0
1,30,186.0,87.0,9.0,96.0,39.5,42.0
0,39,135.0,43.0,12.0,91.0,39.9,59.0
1,74,195.0,97.0,8.0,94.0,39.5,53.0
0,46,162.0,59.0,20.0,99.0,40.4,114.0
0,20,165.0,65.0,7.0,83.0,39.3,24.0
0,27,133.0,38.0,4.0,86.0,39.1,17.0
1,39,188.0,90.0,26.0,117.0,41.0,216.0
1,21,169.0,69.0,25.0,102.0,40.5,118.0
0,27,156.0,52.0,7.0,85.0,39.2,28.0
0,38,159.0,61.0,7.0,87.0,39.5,30.0
1,43,176.0,76.0,14.0,88.0,40.2,53.0
0,20,165.0,64.0,21.0,107.0,40.7,127.0
1,25,180.0,84.0,17.0,96.0,40.1,74.0
0,34,164.0,60.0,6.0,81.0,39.0,21.0
1,50,200.0,100.0,20.0,94.0,40.8,112.0
1,35,192.0,92.0,2.0,82.0,38.5,6.0
1,21,184.0,86.0,30.0,106.0,40.7,171.0
0,44,164.0,63.0,24.0,105.0,40.7,150.0
0,36,184.0,73.0,23.0,107.0,40.8,142.0
1,71,181.0,88.0,22.0,107.0,40.5,182.0
0,42,161.0,57.0,6.0,81.0,39.4,22.0
1,32,179.0,81.0,26.0,97.0,40.5,123.0
0,54,175.0,74.0,14.0,96.0,39.6,75.0
1,52,185.0,88.0,15.0,93.0,40.1,79.0
0,21,161.0,60.0,3.0,85.0,38.6,11.0
1,49,172.0,75.0,14.0,100.0,40.0,82.0
1,20,176.0,81.0,14.0,92.0,40.2,48.0
0,76,151.0,58.0,5.0,88.0,39.2,25.0
0,63,158.0,58.0,28.0,107.0,40.7,193.0
0,43,175.0,73.0,5.0,83.0,39.2,19.0
0,75,165.0,68.0,17.0,97.0,40.7,100.0
1,53,173.0,75.0,18.0,93.0,40.5,91.0
1,43,194.0,98.0,27.0,104.0,41.0,181.0
1,20,192.0,94.0,20.0,103.0,40.6,107.0
0,56,167.0,61.0,4.0,83.0,38.7,17.0
0,47,167.0,63.0,21.0,101.0,40.6,124.0
0,73,177.0,73.0,16.0,91.0,40.0,82.0
0,56,179.0,75.0,15.0,90.0,40.3,71.0
1,71,201.0,102.0,19.0,99.0,40.3,140.0
1,55,191.0,89.0,9.0,91.0,39.6,46.0
